filename,codec,episode,episode_title,language,media_type,resolution,season,source,studio,title,year
The.Office.S06E18.1440p.BDRip.mkv,,18,,,tv,,6,,,The Office,
Parasite.S09E24.1440p.BDRip.mkv,,24,,,tv,,9,,,Parasite,
Interstellar_2002_10bit_1440p_WEBRip_AVC_-GROUP.mkv,AVC,,,,movie,1440p,,WEBRip,,Interstellar,2002
[Judas] Friends - 06 [BD][720p][DualAudio].mkv,,6,,,anime,720p,,,Judas,Friends,
Death.Note.S12E18.480p.BDRip.mkv,,18,,,tv,,12,,,Death Note,
The-Mandalorian-S01E23-480p-DC-FLAC-HULU-AVC-GECKOS.mkv,,23,,,tv,480p,1,HULU,,The Mandalorian,
[MTBB] The.Mandalorian.-.10.(480p).mkv,,10,,,anime,480p,,,MTBB,The Mandalorian,
[MTBB] Friends S3 - 05 [480p].mkv,,5,,,anime,480p,S3,,MTBB,Friends,
Pulp-Fiction-2010-DC-480p-WEB-DL-XVID.mkv,XVID,,,,movie,480p,,WEB-DL,,Pulp Fiction,2010
The Godfather 2010 2160p WEB-DL AVC -GROUP.mkv,AVC,,,,movie,2160p,,WEB-DL,,The Godfather,2010
The-Matrix-2013-UNRATED-2160p-AMZN-HEVC.mkv,HEVC,,,,movie,2160p,,AMZN,,The Matrix,2013
Pulp_Fiction_1992_720p_BDRip_HEVC_-YIFY.mkv,HEVC,,,,movie,720p,,BDRip,,Pulp Fiction,1992
Jujutsu_Kaisen_3x07_720p_HULU_x265_.GROUP.mkv,,7,,,tv,720p,3,HULU,,Jujutsu Kaisen,
Parasite-S03E11E12-Origins-480p-WEBRip-x265.mkv,,11,New Dawn,,tv,480p,3,WEBRip,,Parasite,
Pulp Fiction 4x10 480p AMZN HEVC .GECKOS.mkv,,10,,,tv,480p,4,AMZN,,Pulp Fiction,
[SubsPlease] Fullmetal Alchemist - 16 [1440p].mkv,,16,,,anime,,,,SubsPlease,Fullmetal Alchemist,
Death Note.2024.1440p.WEBRip.XVID.mkv,,,,,movie,1440p,,,,Death Note,2024
[Commie] Pulp Fiction - 18 [720p].mkv,,18,,,anime,720p,,,Commie,Pulp Fiction,
Stranger Things 13x24 Aftermath IMAX MP3 480p WEBRip HEVC .AMIABLE.mkv,,24,New Dawn,,tv,480p,13,WEBRip,,Stranger Things,
[MTBB] Stranger Things S2 - 14 [BD][1080p][DualAudio].mkv,,14,,,anime,1080p,S2,,MTBB,Stranger Things,
[Judas] Fullmetal Alchemist - 05 [480p].mkv,,5,,,anime,,,,Judas,Fullmetal Alchemist,
Inception_1988_EXTENDED_2160p_WEB-DL_x264_.GECKOS.mkv,x264,,,,movie,2160p,,WEB-DL,,Inception,1988
The-Shawshank-Redemption-2021-FRENCH-480p-NETFLIX-AVC-.GECKOS.mkv,AVC,,,FRENCH,movie,480p,,NETFLIX,,The Shawshank Redemption,2021
[Underwater] Inception - 06 [480p][Multiple Subtitle].mkv,,6,,,anime,480p,,,Underwater,Inception,
Demon Slayer.1984.720p.NETFLIX.HEVC.mkv,,,,,movie,720p,,,,Demon Slayer,1984
Avengers-Endgame-S04E03-Pilot-UNRATED-480p-WEB-DL-x264-.YIFY.mkv,,3,Pilot,,tv,480p,4,WEB-DL,,Avengers Endgame,
Parasite.S10E13.The.Beginning.720p.mkv,,13,The Beginning,,tv,,10,,,Parasite,
My-Hero-Academia-1x11-1440p-AMZN-AVC-YIFY.mkv,,11,,,tv,1440p,1,AMZN,,My Hero Academia,
Interstellar_2008_IMAX_1080p_AC3_HDTV_HEVC_.SPARKS.mkv,HEVC,,,,movie,1080p,,HDTV,,Interstellar,2008
[Underwater] The.Matrix.-.10.(720p).mkv,,10,,,anime,720p,,,Underwater,The Matrix,
My-Hero-Academia-2005-1080p-BDRip-x265-AMIABLE.mkv,x265,,,,movie,1080p,,BDRip,,My Hero Academia,2005
Interstellar-2015-1440p-WEBRip-DTS-HD.MA.5.1-x264-AMIABLE.mkv,x264,,,,movie,1440p,,WEBRip,,Interstellar,2015
The_Office_1999.04.10_720p_DC_HDTV_H.264_.GECKOS.mkv,,,,,tv,720p,,HDTV,,The Office,
Stranger_Things_S07E15-16_1440p_AMZN_HEVC_-VEXT.mkv,,15,,,tv,1440p,7,AMZN,,Stranger Things,
Death Note S09E14 480p HDR HULU H.264 -GECKOS.mkv,,14,,,tv,480p,9,HULU,,Death Note,
The-Mandalorian.S15E07.Origins.2160p.mkv,,7,Origins,,tv,,15,,,The Mandalorian,
[HorribleSubs] Breaking Bad - 12 [480p].mkv,,12,,,anime,,,,HorribleSubs,Breaking Bad,
[Commie] The Shawshank Redemption - 07 [1440p][Multiple Subtitle].mkv,,7,,,anime,1440p,,,Commie,The Shawshank Redemption,
[Erai-raws] The Godfather - 23 [480p].mkv,,23,,,anime,,,,Erai-raws,The Godfather,
[Judas] Naruto.-.16.(2160p).mkv,,16,,,anime,2160p,,,Judas,Naruto,
Death Note 1980 2160p DVDRip x265 -FraMeSToR.mkv,x265,,,,movie,2160p,,DVDRip,,Death Note,1980
Friends_S04E19-20_Legacy_1440p_AC3_BluRay_H.264_.AMIABLE.mkv,,19,Revelations,,tv,1440p,4,BluRay,,Friends,
The Shawshank Redemption.S12E09.Pilot.2160p.mkv,,9,Pilot,,tv,,12,,,The Shawshank Redemption,
Naruto 1981 1440p DVDRip TrueHD.7.1 HEVC -AMIABLE.mkv,HEVC,,,,movie,1440p,,DVDRip,,Naruto,1981
Avengers Endgame 1986 480p BluRay DTS x265.mkv,x265,,,,movie,480p,,BluRay,,Avengers Endgame,1986
Attack-on-Titan-S07E21-Legacy-EXTENDED-720p-NETFLIX-x264-.RARBG.mkv,,21,The Beginning,,tv,720p,7,NETFLIX,,Attack on Titan,
The Mandalorian 1998.06.06 The End 480p DVDRip x265.mkv,,,Revelations,,tv,480p,,DVDRip,,The Mandalorian,
Stranger Things 1981.08.20 New Dawn 480p BluRay AVC .SPARKS.mkv,,,Origins,,tv,480p,,BluRay,,Stranger Things,
[MTBB] Fight Club - 20 [480p].mkv,,20,,,anime,,,,MTBB,Fight Club,
[MTBB] The Office - 02 [1080p][10bit].mkv,,2,,,anime,1080p,,,MTBB,The Office,
[Judas] My Hero Academia S2 - 11 [480p].mkv,,11,,,anime,480p,S2,,Judas,My Hero Academia,
[MTBB] Avengers.Endgame.-.12.(2160p).mkv,,12,,,anime,2160p,,,MTBB,Avengers Endgame,
The-Shawshank-Redemption-2024-1080p-BDRip-TrueHD.7.1-AVC-YIFY.mkv,AVC,,,,movie,1080p,,BDRip,,The Shawshank Redemption,2024
Fullmetal_Alchemist_1980_PROPER_1440p_TrueHD.7.1_DVDRip_AVC.mkv,AVC,,,,movie,1440p,,DVDRip,,Fullmetal Alchemist,1980
Interstellar_1994_480p_AMZN_x265.mkv,x265,,,,movie,480p,,AMZN,,Interstellar,1994
[HorribleSubs] Breaking Bad - 08 [480p][10bit].mkv,,8,,,anime,480p,,,HorribleSubs,Breaking Bad,
Parasite.2003.720p.BDRip.x265.mkv,,,,,movie,720p,,,,Parasite,2003
Fullmetal Alchemist 1984 IMAX 720p DTS BluRay x264.mkv,x264,,,,movie,720p,,BluRay,,Fullmetal Alchemist,1984
Death Note S05E05-06 1440p DVDRip DDP5.1 XVID .GECKOS.mkv,,5,,,tv,1440p,5,DVDRip,,Death Note,
Parasite 1989.11.26 720p UNRATED DVDRip x264 .GECKOS.mkv,,,,,tv,720p,,DVDRip,,Parasite,
[Erai-raws] Friends - 21 [1080p].mkv,,21,,,anime,,,,Erai-raws,Friends,
Game of Thrones 2005 PROPER 2160p HDTV AVC.mkv,AVC,,,,movie,2160p,,HDTV,,Game of Thrones,2005
Stranger Things.S02E18.720p.BluRay.mkv,,18,,,tv,,2,,,Stranger Things,
Interstellar-1984.06.16-Pilot-720p-BDRip-HEVC-GROUP.mkv,,,Pilot,,tv,720p,,BDRip,,Interstellar,
[Judas] Fight Club - 07 [480p][HEVC].mkv,,7,,,anime,480p,,,Judas,Fight Club,
[Commie] My Hero Academia - 24 [2160p][Multiple Subtitle].mkv,,24,,,anime,2160p,,,Commie,My Hero Academia,
One Piece 2021 UNRATED 1440p MP3 NETFLIX x264 -YIFY.mkv,x264,,,,movie,1440p,,NETFLIX,,One Piece,2021
[HorribleSubs] Fight Club - 02 [1440p][Multiple Subtitle].mkv,,2,,,anime,1440p,,,HorribleSubs,Fight Club,
[HorribleSubs] Jujutsu.Kaisen.-.05.(1080p).mkv,,5,,,anime,1080p,,,HorribleSubs,Jujutsu Kaisen,
[Underwater] One Piece - 20 [BD][720p][Uncensored].mkv,,20,,,anime,720p,,,Underwater,One Piece,
[Underwater] One Piece - 09 [2160p].mkv,,9,,,anime,2160p,,,Underwater,One Piece,
[MTBB] Breaking.Bad.S2.-.16.(2160p).mkv,,16,,,anime,2160p,S2,,MTBB,Breaking Bad,
My_Hero_Academia.S13E01.720p.WEBRip.mkv,,1,,,tv,,13,,,My Hero Academia,
[Judas] Pulp Fiction - 06 [1080p][10bit].mkv,,6,,,anime,1080p,,,Judas,Pulp Fiction,
Naruto 2014.06.05 Origins 2160p DTS NETFLIX x265 .VEXT.mkv,,,The Beginning,,tv,2160p,,NETFLIX,,Naruto,
Fullmetal Alchemist.2023.720p.HULU.AVC.mkv,,,,,movie,720p,,,,Fullmetal Alchemist,2023
[Judas] The Dark Knight - 04 [1440p].mkv,,4,,,anime,,,,Judas,The Dark Knight,
Death Note 2011 IMAX 1080p DTS-HD.MA.5.1 BDRip XVID -GROUP.mkv,XVID,,,,movie,1080p,,BDRip,,Death Note,2011
[Erai-raws] The.Godfather.-.07.(2160p).mkv,,7,,,anime,2160p,,,Erai-raws,The Godfather,
Avengers Endgame 2007 1440p WEBRip HEVC.mkv,HEVC,,,,movie,1440p,,WEBRip,,Avengers Endgame,2007
Fight-Club-1986-1440p-HDTV-XVID.mkv,XVID,,,,movie,1440p,,HDTV,,Fight Club,1986
[Commie] Stranger Things - 15 [1080p].mkv,,15,,,anime,1080p,,,Commie,Stranger Things,
[MTBB] The.Mandalorian.-.12.(480p).mkv,,12,,,anime,480p,,,MTBB,The Mandalorian,
[Underwater] Inception - 05 [1080p].mkv,,5,,,anime,1080p,,,Underwater,Inception,
Avengers-Endgame-1x19-480p-DC-AMZN-HEVC-.SPARKS.mkv,,19,,,tv,480p,1,AMZN,,Avengers Endgame,
[MTBB] The.Matrix.S2.-.21.(2160p).mkv,,21,,,anime,2160p,S2,,MTBB,The Matrix,
Inception.S05E14.Aftermath.1080p.mkv,,14,Aftermath,,tv,,5,,,Inception,
Demon_Slayer.s09e18.720p.AMZN.mkv,,18,,,tv,,9,,,Demon Slayer,
Stranger_Things_2011.07.27_720p_HDTV_x264_-SPARKS.mkv,,,,,tv,720p,,HDTV,,Stranger Things,
[Commie] Attack on Titan - 17 [480p].mkv,,17,,,anime,,,,Commie,Attack on Titan,
Inception-1996-1440p-HULU-DDP5.1-XVID-AMIABLE.mkv,XVID,,,,movie,1440p,,HULU,,Inception,1996
[Underwater] Friends - 12 [1080p][10bit].mkv,,12,,,anime,1080p,,,Underwater,Friends,
Fight_Club_1983_1440p_HDTV_DD5.1_H.264_.RARBG.mkv,H.264,,,,movie,1440p,,HDTV,,Fight Club,1983
Fight_Club_1996_2160p_HULU_H.264_.GROUP.mkv,H.264,,,,movie,2160p,,HULU,,Fight Club,1996
Breaking-Bad-2000-KOREAN-480p-BDRip-AC3-HEVC-.FraMeSToR.mkv,HEVC,,,KOREAN,movie,480p,,BDRip,,Breaking Bad,2000
Death Note 5x07 New Dawn 1080p BDRip H.264 .YIFY.mkv,,7,The Beginning,,tv,1080p,5,BDRip,,Death Note,
Death.Note.S03E08.Aftermath.2160p.mkv,,8,Aftermath,,tv,,3,,,Death Note,
Jujutsu-Kaisen-1988.06.21-480p-WEB-DL-H.264-RARBG.mkv,,,,,tv,480p,,WEB-DL,,Jujutsu Kaisen,
One-Piece.1995.2160p.NETFLIX.XVID.mkv,,,,,movie,2160p,,,,One Piece,1995
One-Piece-6x11-1440p-WEB-DL-H.264-GECKOS.mkv,,11,,,tv,1440p,6,WEB-DL,,One Piece,
The_Dark_Knight.S01E12.Origins.1080p.mkv,,12,Origins,,tv,,1,,,The Dark Knight,
Demon_Slayer_2009.10.28_The_End_2160p_AC3_AMZN_AVC_.GECKOS.mkv,,,Aftermath,,tv,2160p,,AMZN,,Demon Slayer,
[SubsPlease] The Mandalorian - 13 [720p].mkv,,13,,,anime,,,,SubsPlease,The Mandalorian,
[HorribleSubs] The Shawshank Redemption - 24 [1080p][Multiple Subtitle].mkv,,24,,,anime,1080p,,,HorribleSubs,The Shawshank Redemption,
Demon Slayer 1992 720p NETFLIX x265 -GECKOS.mkv,x265,,,,movie,720p,,NETFLIX,,Demon Slayer,1992
Inception 1988 720p DVDRip AVC.mkv,AVC,,,,movie,720p,,DVDRip,,Inception,1988
Demon Slayer.s12e01.480p.HULU.mkv,,1,,,tv,,12,,,Demon Slayer,
Attack on Titan 2001 480p HDTV x265.mkv,x265,,,,movie,480p,,HDTV,,Attack on Titan,2001
The_Mandalorian_1984.10.06_Revelations_720p_AC3_HULU_AVC.mkv,,,Aftermath,,tv,720p,,HULU,,The Mandalorian,
The-Dark-Knight-S13E08-New-Dawn-480p-TrueHD.7.1-HDTV-x265-YIFY.mkv,,8,Revelations,,tv,480p,13,HDTV,,The Dark Knight,
The-Shawshank-Redemption.2006.480p.WEB-DL.XVID.mkv,,,,,movie,480p,,,,The Shawshank Redemption,2006
Game_of_Thrones.S05E18.1440p.WEBRip.mkv,,18,,,tv,,5,,,Game of Thrones,
Jujutsu Kaisen 2013 1080p BDRip x264.mkv,x264,,,,movie,1080p,,BDRip,,Jujutsu Kaisen,2013
[MTBB] The Office - 15 [BD][1080p][Uncensored].mkv,,15,,,anime,1080p,,,MTBB,The Office,
Fight Club S13E18E19 Revelations 480p DDP5.1 HDTV H.264 .AMIABLE.mkv,,18,The Beginning,,tv,480p,13,HDTV,,Fight Club,
Friends_S04E17-18_Legacy_EXTENDED_DD5.1_1440p_HDTV_HEVC_-YIFY.mkv,,17,Revelations,,tv,1440p,4,HDTV,,Friends,
Fight_Club_1994_720p_BDRip_H.264_-FraMeSToR.mkv,H.264,,,,movie,720p,,BDRip,,Fight Club,1994
The_Office_1995_SPANISH_1440p_WEB-DL_XVID_-AMIABLE.mkv,XVID,,,SPANISH,movie,1440p,,WEB-DL,,The Office,1995
[Erai-raws] The Office - 17 [BD][2160p][HEVC].mkv,,17,,,anime,2160p,,,Erai-raws,The Office,
Jujutsu_Kaisen.2009.1080p.WEBRip.H.264.mkv,,,,,movie,1080p,,,,Jujutsu Kaisen,2009
My-Hero-Academia-S08E02-1080p-NETFLIX-XVID-VEXT.mkv,,2,,,tv,1080p,8,NETFLIX,,My Hero Academia,
[Commie] Fullmetal Alchemist - 11 [1080p].mkv,,11,,,anime,1080p,,,Commie,Fullmetal Alchemist,
The Mandalorian 2016.08.28 480p IMAX WEB-DL AVC -GROUP.mkv,,,,,tv,480p,,WEB-DL,,The Mandalorian,
Death Note 10x17 Aftermath 480p DVDRip H.264 .GROUP.mkv,,17,New Dawn,,tv,480p,10,DVDRip,,Death Note,
Parasite.2015.720p.HDTV.H.264.mkv,,,,,movie,720p,,,,Parasite,2015
Fight Club 2011 2160p DVDRip AVC .YIFY.mkv,AVC,,,,movie,2160p,,DVDRip,,Fight Club,2011
[MTBB] Fullmetal Alchemist - 18 [480p].mkv,,18,,,anime,480p,,,MTBB,Fullmetal Alchemist,
Death_Note_S04E04_1080p_BluRay_AC3_HEVC.mkv,,4,,,tv,1080p,4,BluRay,,Death Note,
The Dark Knight 1999 HDR 480p DTS WEB-DL x265 .GROUP.mkv,x265,,,,movie,480p,,WEB-DL,,The Dark Knight,1999
[Judas] The Mandalorian - 06 [1440p][HEVC].mkv,,6,,,anime,1440p,S3,,Judas,The Mandalorian,
Naruto.S06E20.Origins.2160p.mkv,,20,Origins,,tv,,6,,,Naruto,
[HorribleSubs] One.Piece.-.13.(1080p).mkv,,13,,,anime,1080p,,,HorribleSubs,One Piece,
[Erai-raws] Stranger.Things.-.23.(1080p).mkv,,23,,,anime,1080p,,,Erai-raws,Stranger Things,
[MTBB] Attack.on.Titan.-.04.(1080p).mkv,,4,,,anime,1080p,,,MTBB,Attack on Titan,
Fight_Club_2023_UNRATED_2160p_HDTV_HEVC_.SPARKS.mkv,HEVC,,,,movie,2160p,,HDTV,,Fight Club,2023
Fight-Club-2018.03.12-480p-BDRip-AVC-.GECKOS.mkv,,,,,tv,480p,,BDRip,,Fight Club,
Fight_Club_2019.07.03_720p_DC_AMZN_x264.mkv,,,,,tv,720p,,AMZN,,Fight Club,
The Dark Knight.S02E6.1440p.DVDRip.mkv,,6,,,tv,,2,,,The Dark Knight,
Attack on Titan 1987 PROPER 1080p DTS NETFLIX XVID .AMIABLE.mkv,XVID,,,,movie,1080p,,NETFLIX,,Attack on Titan,1987
Interstellar-S02E11-The-End-1440p-BDRip-AVC-.AMIABLE.mkv,,11,The End,,tv,1440p,2,BDRip,,Interstellar,
Parasite 1988 1080p HULU AAC XVID -AMIABLE.mkv,XVID,,,,movie,1080p,,HULU,,Parasite,1988
[Judas] The.Godfather.-.13.(1080p).mkv,,13,,,anime,1080p,,,Judas,The Godfather,
Breaking_Bad_1989_480p_HULU_HEVC_-FraMeSToR.mkv,HEVC,,,,movie,480p,,HULU,,Breaking Bad,1989
One Piece 2004 480p BluRay DDP5.1 x265.mkv,x265,,,,movie,480p,,BluRay,,One Piece,2004
The-Office-2002-RUSSIAN-1440p-HULU-x265-RARBG.mkv,x265,,,RUSSIAN,movie,1440p,,HULU,,The Office,2002
The-Shawshank-Redemption-2015-UNRATED-1440p-AMZN-HEVC.mkv,HEVC,,,,movie,1440p,,AMZN,,The Shawshank Redemption,2015
[Judas] The Godfather - 04 [1440p].mkv,,4,,,anime,1440p,,,Judas,The Godfather,
Fullmetal-Alchemist-2007-REMASTERED-2160p-AMZN-x264-.SPARKS.mkv,x264,,,,movie,2160p,,AMZN,,Fullmetal Alchemist,2007
Parasite.1991.2160p.BDRip.XVID.mkv,,,,,movie,2160p,,,,Parasite,1991
One-Piece-2x23-Revelations-1440p-TrueHD.7.1-HDTV-x265-RARBG.mkv,,23,Pilot,,tv,1440p,2,HDTV,,One Piece,
Parasite_1999_FRENCH_480p_AMZN_x264_-YIFY.mkv,x264,,,FRENCH,movie,480p,,AMZN,,Parasite,1999
Demon Slayer S13E02 1440p NETFLIX DDP5.1 XVID.mkv,,2,,,tv,1440p,13,NETFLIX,,Demon Slayer,
[SubsPlease] Pulp.Fiction.-.08.(720p).mkv,,8,,,anime,720p,,,SubsPlease,Pulp Fiction,
Game of Thrones S11E02-03 480p 10bit BDRip XVID.mkv,,2,,,tv,480p,11,BDRip,,Game of Thrones,
[MTBB] The Mandalorian - 07 [1440p][10bit].mkv,,7,,,anime,1440p,S3,,MTBB,The Mandalorian,
Avengers-Endgame.9x19.1080p.BluRay.mkv,,19,,,tv,,9,,,Avengers Endgame,
Death-Note-S11E17E18-480p-DVDRip-H.264-FraMeSToR.mkv,,17,,,tv,480p,11,DVDRip,,Death Note,
The_Mandalorian_1998_HDR_1080p_DTS-HD.MA.5.1_AMZN_HEVC.mkv,HEVC,,,,movie,1080p,,AMZN,,The Mandalorian,1998
Death-Note-1996-480p-AMZN-H.264-.GROUP.mkv,H.264,,,,movie,480p,,AMZN,,Death Note,1996
The_Godfather_2010_ITALIAN_1440p_WEBRip_x265_-FraMeSToR.mkv,x265,,,ITALIAN,movie,1440p,,WEBRip,,The Godfather,2010
The-Matrix-2002-1080p-BluRay-x264.mkv,x264,,,,movie,1080p,,BluRay,,The Matrix,2002
[HorribleSubs] Inception - 22 [1080p].mkv,,22,,,anime,1080p,,,HorribleSubs,Inception,
The_Godfather_S02E21-22_480p_DVDRip_H.264_-VEXT.mkv,,21,,,tv,480p,2,DVDRip,,The Godfather,
The_Dark_Knight_2022.12.21_2160p_REMUX_AAC_BluRay_XVID_.FraMeSToR.mkv,,,,,tv,2160p,,BluRay,,The Dark Knight,
The-Godfather-2003-2160p-BDRip-TrueHD.7.1-H.264-GROUP.mkv,H.264,,,,movie,2160p,,BDRip,,The Godfather,2003
[HorribleSubs] Jujutsu Kaisen - 23 [1440p][HEVC].mkv,,23,,,anime,1440p,,,HorribleSubs,Jujutsu Kaisen,
The-Godfather-S04E17-18-480p-HDTV-DTS-HD.MA.5.1-XVID.mkv,,17,,,tv,480p,4,HDTV,,The Godfather,
The_Shawshank_Redemption_S11E07_1080p_REMASTERED_DDP5.1_BluRay_HEVC.mkv,,7,,,tv,1080p,11,BluRay,,The Shawshank Redemption,
[SubsPlease] The Godfather - 18 [2160p][10bit].mkv,,18,,,anime,2160p,,,SubsPlease,The Godfather,
[SubsPlease] The Shawshank Redemption - 01 [480p].mkv,,1,,,anime,480p,,,SubsPlease,The Shawshank Redemption,
Game of Thrones 2018 1080p BluRay AVC .GECKOS.mkv,AVC,,,,movie,1080p,,BluRay,,Game of Thrones,2018
Jujutsu Kaisen 2023.03.11 720p NETFLIX x265 -VEXT.mkv,,,,,tv,720p,,NETFLIX,,Jujutsu Kaisen,
The_Office_S10E10_Revelations_1440p_AAC_DVDRip_x264.mkv,,10,Origins,,tv,1440p,10,DVDRip,,The Office,
[Judas] One.Piece.-.01.(1440p).mkv,,1,,,anime,1440p,,,Judas,One Piece,
[Commie] The Dark Knight - 01 [2160p].mkv,,1,,,anime,,,,Commie,The Dark Knight,
Friends-2001-2160p-NETFLIX-AVC-YIFY.mkv,AVC,,,,movie,2160p,,NETFLIX,,Friends,2001
[Judas] Friends - 06 [2160p].mkv,,6,,,anime,2160p,,,Judas,Friends,
Stranger Things 1997 2160p HDTV XVID .GROUP.mkv,XVID,,,,movie,2160p,,HDTV,,Stranger Things,1997
The-Godfather-1995-480p-NETFLIX-H.264-.VEXT.mkv,H.264,,,,movie,480p,,NETFLIX,,The Godfather,1995
[Underwater] Stranger Things - 21 [BD][720p][Uncensored].mkv,,21,,,anime,720p,,,Underwater,Stranger Things,
Game of Thrones S10E09 720p WEBRip HEVC.mkv,,9,,,tv,720p,10,WEBRip,,Game of Thrones,
Friends.s11e12.720p.DVDRip.mkv,,12,,,tv,,11,,,Friends,
The-Office-1993.12.28-480p-BluRay-x264.mkv,,,,,tv,480p,,BluRay,,The Office,
[Commie] Parasite - 05 [1080p].mkv,,5,,,anime,,,,Commie,Parasite,
My-Hero-Academia-1991-1440p-BDRip-DDP5.1-x265.mkv,x265,,,,movie,1440p,,BDRip,,My Hero Academia,1991
Death-Note-S08E04-1440p-AMZN-XVID.mkv,,4,,,tv,1440p,8,AMZN,,Death Note,
Interstellar-1985-2160p-WEB-DL-XVID-SPARKS.mkv,XVID,,,,movie,2160p,,WEB-DL,,Interstellar,1985
Death_Note_2012.03.26_Aftermath_REMUX_AAC_1440p_DVDRip_XVID_.RARBG.mkv,,,New Dawn,,tv,1440p,,DVDRip,,Death Note,
One Piece 1992 1440p WEB-DL x265 -GROUP.mkv,x265,,,,movie,1440p,,WEB-DL,,One Piece,1992
Naruto S06E11 720p HDTV DD5.1 HEVC -RARBG.mkv,,11,,,tv,720p,6,HDTV,,Naruto,
The Shawshank Redemption.15x10.1080p.WEB-DL.mkv,,10,,,tv,,15,,,The Shawshank Redemption,
Friends.S03E23.Legacy.2160p.mkv,,23,Legacy,,tv,,3,,,Friends,
Avengers-Endgame-1994-1440p-HULU-MP3-AVC.mkv,AVC,,,,movie,1440p,,HULU,,Avengers Endgame,1994
[Judas] Game of Thrones - 24 [1080p][Multiple Subtitle].mkv,,24,,,anime,1080p,,,Judas,Game of Thrones,
The-Mandalorian-14x11-720p-HDTV-DD5.1-XVID-.SPARKS.mkv,,11,,,tv,720p,14,HDTV,,The Mandalorian,
Parasite-9x18-2160p-HDTV-XVID.mkv,,18,,,tv,2160p,9,HDTV,,Parasite,
Breaking-Bad-2014-KOREAN-480p-HULU-TrueHD.7.1-H.264-SPARKS.mkv,H.264,,,KOREAN,movie,480p,,HULU,,Breaking Bad,2014
[HorribleSubs] Demon Slayer - 15 [2160p].mkv,,15,,,anime,,,,HorribleSubs,Demon Slayer,
The_Mandalorian_S05E15_Legacy_PROPER_1080p_AMZN_HEVC.mkv,,15,Legacy,,tv,1080p,5,AMZN,,The Mandalorian,
Breaking-Bad-2013.01.11-The-Beginning-2160p-AMZN-x265-.GECKOS.mkv,,,New Dawn,,tv,2160p,,AMZN,,Breaking Bad,
The_Dark_Knight_S15E09E10_The_End_HDR_DD5.1_1440p_WEBRip_H.264.mkv,,9,Origins,,tv,1440p,15,WEBRip,,The Dark Knight,
[MTBB] Fight Club S3 - 04 [1080p].mkv,,4,,,anime,1080p,S3,,MTBB,Fight Club,
[Judas] Avengers.Endgame.-.22.(480p).mkv,,22,,,anime,480p,,,Judas,Avengers Endgame,
[MTBB] Naruto.-.14.(720p).mkv,,14,,,anime,720p,,,MTBB,Naruto,
[Underwater] The Dark Knight - 20 [BD][720p][HEVC].mkv,,20,,,anime,720p,,,Underwater,The Dark Knight,
The-Matrix-5x08-New-Dawn-IMAX-720p-BluRay-XVID-YIFY.mkv,,8,The Beginning,,tv,720p,5,BluRay,,The Matrix,
[Underwater] Stranger Things - 22 [720p].mkv,,22,,,anime,720p,,,Underwater,Stranger Things,
The-Office-2002-480p-WEBRip-x265-GROUP.mkv,x265,,,,movie,480p,,WEBRip,,The Office,2002
Game of Thrones 5x08 1440p HDTV x265 .VEXT.mkv,,8,,,tv,1440p,5,HDTV,,Game of Thrones,
Demon-Slayer-2003-1440p-BDRip-H.264-.GROUP.mkv,H.264,,,,movie,1440p,,BDRip,,Demon Slayer,2003
My Hero Academia S14E21E22 The Beginning 10bit 2160p WEB-DL XVID .FraMeSToR.mkv,,21,The Beginning,,tv,2160p,14,WEB-DL,,My Hero Academia,
The-Shawshank-Redemption-2006-REPACK-1080p-DTS-HD.MA.5.1-HDTV-x265.mkv,x265,,,,movie,1080p,,HDTV,,The Shawshank Redemption,2006
[Underwater] Jujutsu Kaisen - 05 [BD][720p][DualAudio].mkv,,5,,,anime,720p,,,Underwater,Jujutsu Kaisen,
Jujutsu Kaisen 1982 1080p BDRip DTS-HD.MA.5.1 XVID.mkv,XVID,,,,movie,1080p,,BDRip,,Jujutsu Kaisen,1982
[Commie] One Piece - 19 [1080p].mkv,,19,,,anime,1080p,,,Commie,One Piece,
Parasite-2024-DC-480p-WEBRip-AVC-GECKOS.mkv,AVC,,,,movie,480p,,WEBRip,,Parasite,2024
The_Godfather_2021_REPACK_2160p_DDP5.1_BluRay_x264_.VEXT.mkv,x264,,,,movie,2160p,,BluRay,,The Godfather,2021
My-Hero-Academia-4x07-1080p-BDRip-XVID-RARBG.mkv,,7,,,tv,1080p,4,BDRip,,My Hero Academia,
Avengers Endgame 2016 KOREAN 1080p NETFLIX H.264.mkv,H.264,,,KOREAN,movie,1080p,,NETFLIX,,Avengers Endgame,2016
[Erai-raws] The Matrix - 17 [BD][480p][DualAudio].mkv,,17,,,anime,480p,,,Erai-raws,The Matrix,
[HorribleSubs] My Hero Academia - 16 [BD][1440p][HEVC].mkv,,16,,,anime,1440p,,,HorribleSubs,My Hero Academia,
Naruto.1999.480p.NETFLIX.AVC.mkv,,,,,movie,480p,,,,Naruto,1999
Jujutsu_Kaisen_2006_EXTENDED_2160p_DD5.1_WEB-DL_x265_.RARBG.mkv,x265,,,,movie,2160p,,WEB-DL,,Jujutsu Kaisen,2006
The Shawshank Redemption S15E18 1080p REMASTERED AMZN H.264 -SPARKS.mkv,,18,,,tv,1080p,15,AMZN,,The Shawshank Redemption,
